"","key","title","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","abstract","notes","doi","pubmed_id","pmc_id","keywords","year","location"
"38","rayyan-875293270","An attempt to test whether dogs (Canis familiaris) show increased preference towards humans who match their behaviour",NA,NA,"journal of ethology","02890771",38,2,"223-232","Silva, Karine and Bräuer, Juliane and de Sousa, Liliana and Lima, Mariely and O’Hara, Robert and Belger, Julia and Epperlein, Theresa and Tennie, Claudio","https://www.proquest.com/docview/2392538405?accountid=12753&bdid=17177&_bd=M%2Fw10ZKTrvZw%2FJkMr77%2Fy9oQJec%3D",NA,NA,"Studies suggest that being mimicked can positively affect human social interactions, not only in adults but also in children and even in individuals with atypical social competences. Outside of the human species, however, little is still known about this so-called ‘social glue function’ of mimicry; with only two studies—both on primates—testing whether other animals can show increased affiliation towards humans who mimic them. The present paper provides two pioneer studies on whether dogs—a domesticated species strongly attached to humans—show increased preference toward humans who display matching behaviour (walking). Results from both studies, including several tests, evidenced no preference of dogs for the human experimenter who matched the dogs’ walk. Methodological issues are discussed and a number of new routes of experimentation are proposed that we hope will prove valuable for future studies.","223-232 | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,NA,NA,"Humanities;Humanism;Humans;Dogs",2020,"Universidade do Porto, Departamento de Ci�ncias do Comportamento, Instituto de Ci�ncias Biom�dicas Abel Salazar, Porto, Portugal (GRID:grid.5808.5) (ISNI:0000 0001 1503 7226) . Max-Planck-Institut for the Science of Human History, Jena, Germany (GRID:grid.4372.2) (ISNI:0000 0001 2105 1091); FSU, Department of General Psychology and Cognitive Neuroscience, Jena, Germany (GRID:grid.9613.d) (ISNI:0000 0001 1939 2794) . Escola Superior de Educa��o Paula Frassinetti, Porto, Portugal (GRID:grid.410999.c) . Biodiversity and Climate Research Centre, Frankfurt am Main, Germany (GRID:grid.410999.c) . FSU, Department of General Psychology and Cognitive Neuroscience, Jena, Germany (GRID:grid.9613.d) (ISNI:0000 0001 1939 2794) . University of T�bingen, Department for Early Prehistory and Quaternary Ecology, T�bingen, Germany (GRID:grid.10392.39) (ISNI:0000 0001 2190 1447)"
"39","rayyan-875295634","Animal assisted interventions: Effects on therapist dogs and humans",NA,NA,"archives of veterinary science","1517784X (ISSN)",25,3,"106-116","de Lima, C. M. and Silva, E. P. and da Silveira Flores, A. K. and Nunes, D. M. and da Silva, T. M. and da Fonseca Sapin, C. and Krug, F. D. M. and de Oliveira Nobre, M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092157008&doi=10.5380%2favs.v25i3.69318&partnerID=40&md5=845a27267a9772c6bdbefa0ad378d9e2","Portuguese",NA,"Animal Assisted Interventions use animals as facilitators of a therapeutic process, involving interaction with various health and education professionals. In order to promote the welfare of therapists and assisted persons, strict hygiene and health control is recommended. The objective of this work was to verify the perception of parents / guardians and education and health professionals in relation to IAAs performed in children and adolescents and to assess the welfare of the therapists during the interventions. The visits took place weekly, lasting approximately 30 to 60 minutes at the institutions, INS1 and INS2, in the city of Pelotas / RS. The analysis of the parents / guardians perception was performed through a form containing ten objective questions covering the effect of IAAs on the assisted and also by the initial and final assessment of each assisted performed by the professionals involved in each institution. The welfare of the kitten dogs was assessed using vital signs and behaviour analysis. It was found that the participants showed improvement in socialization, concentration at school and in developing their tasks, and were more motivated and relaxed on the days of the sessions. There were no changes in the dogs vital and behaviour signs. It is concluded that after analyzing the perception of parents / guardians and education and health professionals, it was possible to verify that the IAAs provided feelings of tranquility and welfare to the assisted, and in the conditions of this study, the therapists did not show signs of discomfort and stress during sessions. © Universidade Federal do Parana.","Export Date: 17 May 2022     Correspondence Address: de Lima, C.M.; Universidade Federal de PelotasBrazil; email: camila.moura.lima@hotmail.com | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}","10.5380/avs.v25i3.69318",NA,NA,"Cotherapist;Pet therapy;Welfare;Humanities;Humanism;Humans;Animals;Dogs;Animal Shells",2020,"Universidade Federal de Pelotas, Capão do Leão, Rio Grande do Sul, Brazil     Escola de Ensino Fundamental Afonso Vizeu, Pelotas, Rio Grande do Sul, Brazil     Universidade Federal de Pelotas, Pelotas, Rio Grande do Sul, Brazil"
"40","rayyan-825284929","Assistance and Therapy Dogs Are Better Problem Solvers Than Both Trained and Untrained Family Dogs",NA,NA,"frontiers in veterinary science","22971769 (ISSN)",7,NA,NA,"Carballo, F. and Cavalli, C. M. and Gácsi, M. and Miklósi, Á and Kubinyi, E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083321578&doi=10.3389%2ffvets.2020.00164&partnerID=40&md5=d1ad98e1c60ec775e6f8d2bce8883a86","English",NA,"When faced with unsolvable or difficult situations dogs use different behaviour strategies. If they are motivated to obtain rewards, they either try to solve the problem on their own or tend to interact with a human partner. Based on the observation that in problem situations less successful and less perseverant dogs look more at the humans' face, some authors claim that the use of social strategies is detrimental to attempting an independent solution in dogs. Training may have an effect on dogs' problem-solving performance. We compared the behaviour of (1) untrained, (2) trained for recreational purposes, and (3) working dogs: assistance and therapy dogs living in families (N = 90). During the task, dogs had to manipulate an apparatus with food pellets hidden inside. We measured the behaviour oriented toward the apparatus and behaviour directed at the owner/experimenter, and ran a principal component analysis. All measures loaded in one factor representing the use of the social strategy over a more problem-oriented strategy. Untrained dogs obtained the highest social strategy scores, followed by dogs trained for recreational purposes, and assistance and therapy dogs had the lowest scores. We conclude that assistance and therapy dogs' specific training and working experience (i.e., to actively help people) favors their independent and more successful problem-solving performance. General training (mainly obedience and agility in this study) also increases problem-oriented behaviour © Copyright © 2020 Carballo, Cavalli, Gácsi, Miklósi and Kubinyi.","Cited By :5     Export Date: 17 May 2022     Correspondence Address: Kubinyi, E.; Department of Ethology, Hungary; email: eniko.kubinyi@ttk.elte.hu | RAYYAN-INCLUSION: {""Kelsey""=>""Included"", ""l.c.blake""=>""Included""} | RAYYAN-LABELS: fails new rule",NA,NA,NA,"canine-cognition;gazing;human-animal interaction;persistence;unsolvable task;working dogs;agility;animal experiment;article;controlled study;human;nonhuman;principal component analysis;problem solving;working dog;Dogs",2020,"Department of Ethology, Institute of Biology, ELTE Eötvös Loránd University, Budapest, Hungary     Instituto de Ciencias Biológicas y Biomédicas del Sur (INBIOSUR), Departamento de Biología Bioquímica y Farmacia, Universidad Nacional del Sur (UNS)- Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Bahía Blanca, Argentina     Grupo de Investigación del Comportamiento en Cánidos (ICOC), Instituto de Investigaciones Médicas (IDIM), Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad de Buenos Aires, Buenos Aires, Argentina     MTA-ELTE Comparative Ethology Research Group, Budapest, Hungary"
"41","rayyan-875292930","Behavioral and Neurophysiological Correlates of Dogs' Individual Sensitivities to Being Observed by Their Owners While Performing a Repetitive Fetching Task",NA,NA,"frontiers in psychology","1664-1078",11,NA,"1461-1461","Kiss, Orsolya and Kis, Anna and Scheiling, Katalin and Topál, József","https://www.proquest.com/docview/2431808739?accountid=12753&bdid=17177&_bd=nMKvs6vrcAvXm0MT6RaANzkG6pg%3D",NA,NA,"Ample evidence suggests that dogs possess enhanced skills in reading human visual attention, but it remains to be explored whether they are sensitive to the audience effect in their interactions with humans. The present study aimed to investigate how dogs' behaviour is affected by their owners' visual attention while performing a repetitive task (bringing an object back to an unfamiliar experimenter while the owner waited passively). We assumed that if dogs are susceptible to the audience effect, their task persistence and task performance would vary according to their owners' attentiveness. A group of adult pet dogs (N = 27) were repeatedly presented with an object retrieval task by the experimenter (N = 20 trials) while owners either ignored their dogs (Inattentive Owner condition) or paid attention to their dogs' actions (Attentive Owner condition). behaviour observations were complemented with the owner's reports of their relationships with their dogs (assessed by means of an owner-pet attachment questionnaire) and dogs' spectral EEG sleep profile (recorded during 3-h-long daytime sleep). Although dogs, independently of their owners' attentional state, were generally willing to comply with the fetching task, they were faster to approach the toy object and gazed significantly longer at their owners when he/she was paying attention. This finding is reminiscent of peer influence observed in humans. Further, characteristics of relationship insecurity (relationship anxiety and avoidance) were associated with dogs' task persistence and performance. Dogs of owners with higher relationship anxiety tended to approach the toy object less frequently, and dogs of owners with higher relationship avoidance and anxiety were more hesitant to approach the toy object. We also found that dogs' individual susceptibilities to the audience effect is related to EEG spectral power of both REM and non-REM sleep as well as in pre-sleep (drowsiness) in a trait-like manner. These results, in line with previous findings, support the notion that dogs have a somewhat human-like susceptibility to the audience effect, a trait which might be linked to more complex mechanisms, such as self-presentation or reputation management, helping the two species to become effective social partners.","1461 | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,NA,NA,"Dogs",2020,"Institute of Cognitive Neuroscience and Psychology, Research Centre for Natural Sciences, Budapest, Hungary."
"42","rayyan-825284677","Behavioural Evaluation of a Leash Tension Meter Which Measures Pull Direction and Force during Human-Dog on-Leash Walks",NA,NA,"animals","2076-2615",10,8,NA,"Shih, Hao-Yu and Georgiou, Fillipe and Curtis, Robert A. and Paterson, Mandy B. A. and Phillips, Clive J. C.","https://www.proquest.com/docview/2434060234?accountid=12753&bdid=17177&_bd=H%2FNSc4OB9tmHS7a93KV7fNIgKRk%3D",NA,NA,"Leash tension forces exerted by dog and handler during walks affect their welfare. We developed a novel ambulatory measurement device using a load cell and a tri-axial accelerometer to record both the tension and direction of forces exerted on the leashes. Data were relayed telemetrically to a laptop for real time viewing and recording. Larger and heavier dogs exerted higher leash tension but had a lower pulling frequency than their smaller and lighter conspecifics. This pattern was observed in the reactional forces of handlers. Young dogs pulled more frequently during walks, which was also mirrored in handlers' pulling. Well-behaviour dogs created lower leash tension, but handlers did not respond with lower forces. This novel method of recording leash tension will facilitate real-time monitoring of the behaviour of dogs and their handlers during walks.","RAYYAN-INCLUSION: {""Kelsey""=>""Included"", ""l.c.blake""=>""Included""} | RAYYAN-LABELS: pass new rule,Dog response - leash tension?",NA,NA,NA,"Humanities;Humanism;Humans;Dogs",2020,"Centre for Animal Welfare and Ethics, University of Queensland, White House Building (8134), Gatton Campus, Gatton, QLD 4343, Australia.  School of Mathematical and Physical Sciences, University of Newcastle, University Drive, Callaghan, NSW 2308, Australia. RobacScience Ltd, Wentworth Falls, NSW 2782, Australia."
"43","rayyan-875295616","Characteristics of Student– Dog Interaction during a Meet-and-Greet Activity in a University-Based Animal Visitation Program",NA,NA,"anthrozoos","08927936 (ISSN)",33,1,"53-69","Pendry, P. and Kuzara, S. and Gee, N. R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078067790&doi=10.1080%2f08927936.2020.1694311&partnerID=40&md5=fb2b1947585609539224a58a23eaa962","English",NA,"The use of university-based Animal Visitation Programs (AVPs)—programs aimed at reducing student stress through human–animal interaction (HAI)—has increased. Implementation has expanded despite our limited understanding about program effects on student and animal wellbeing. Moreover, little is known about the nature of interactions between students and animals and how interaction quality might influence effects. The aim of this study was to identify and describe dog and student behaviour that inform the quality, type, and quantity of human–animal interaction during a university-based AVP. Over a period of three semesters, university students (n = 150) and therapy dogs (n = 27) were videorecorded during a 10-minute “meet-and-greet” activity conducted in small group settings. Based on coding 22.9 hours of 135 videos, comparisons of the frequency and duration of dog behaviour (e.g., postural state, oral behaviour before and during interactions with students revealed an increase in the frequency of lip licking (Mbefore = 1.23, Mduring = 1.76, Z = –4.651, p &lt; 0.001, r = 0.283) and yawning (Mbefore = 0.08, Mduring = 0.16, Z = –3.051, p = 0.002, r = 0.186) in dogs. Correlations between dog and student greeting behaviour (e.g., posture, petting behaviour revealed a positive correlation between the frequency of lip licking and mutual greetings between students and dogs (r(133) = 0.283, p = 0.001). Results suggest dogs experience heightened arousal upon greeting and interacting with students. The absence of severe stress behaviour and continued presence of sustained social approach behaviour suggests that the dogs were not severely stressed during interactions. Implications for the implementation of AVPs are discussed. © 2020, © 2020 ISAZ.","Cited By :4     Export Date: 17 May 2022     Correspondence Address: Pendry, P.; Department of Human Development, United States; email: ppendry@wsu.edu | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}","10.1080/08927936.2020.1694311",NA,NA,"animal visitation program;dog behavior;human–animal interaction;university;animal welfare;behavioral response;canid;human behavior;nature-society relations;student;university sector;videography;animal experiment;animal model;arousal;article;body position;controlled study;dog;licking;nonhuman;stress;university student;videorecording;yawning;Animalia;Canis familiaris;Animal Shells;Dogs;Animals",2020,"Department of Human Development, Washington State University, Pullman, WA, United States     Center for Human–Animal Interaction, School of Medicine, Virginia Commonwealth University, Richmond, VA, United States"
"44","rayyan-875292947","Characterizing Human–Dog Attachment Relationships in Foster and Shelter Environments as a Potential Mechanism for Achieving Mutual Wellbeing and Success",NA,NA,"animals","20762615",10,1,"67","Monique, A. R. Udell","https://www.proquest.com/docview/2545923926?accountid=12753&bdid=17177&_bd=qs1vz%2BiGLMXr1HFjpvZD4rs%2BSM0%3D",NA,NA,"Simple SummaryThe majority of research on attachment behaviour in dogs has focused on the bonds between pet dogs and their owners. In this study, we examined attachment relationships between dogs living in animal shelters and foster homes and their temporary caregivers-shelter volunteers or foster volunteers, respectively. We also examined these results in relation to previously published data from pet dogs in order to contextualize our findings. Our findings indicate that the percentage of securely attached shelter dogs was significantly lower than that previously observed in scientific studies of the pet dog population. No differences were found between proportions of securely attached foster dogs and prior research with pets. We did not find significant differences between foster and shelter dogs in terms of attachment style proportions. We also found evidence of disinhibited attachment, which is associated with a lack of appropriate social responses with unfamiliar and familiar individuals in foster and shelter dogs. This is the first study to apply attachment theory to foster and shelter settings.AbstractThis study aimed to characterize attachment relationships between humans and dogs living in animal shelters or foster homes, and to contextualize these relationships in the broader canine attachment literature. In this study, 21 pairs of foster dogs and foster volunteers and 31 pairs of shelter dogs and shelter volunteers participated. Each volunteer–dog dyad participated in a secure base test and a paired attachment test. All volunteers completed the Lexington Attachment to Pets Scale (LAPS), a survey designed to measure strength of attachment bonds as reported by humans. Although no significant differences were present in terms of proportions of insecure and secure attachments between foster and shelter populations, proportions in the shelter population were significantly lower (p< 0.05) than the proportions of attachment styles that would be expected in a population of pet dogs based on the published literature on pet dog attachment styles. Additionally, findings are presented in relation to data from a paired attachment test that demonstrate foster and shelter dogs spend more time in proximity to humans when the human is actively attending to the dog and encouraging interaction, as would be expected based on previous studies. We also present findings related to the presence of disinhibited attachment (previously reported in children who spent a significant portion of time living in institutionalized settings) which is characterized by a lack of preferential proximity seeking with a familiar caregiver and excessive friendliness towards strangers in foster and shelter dogs.","RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,NA,NA,"Humanities;Humanism;Humans;Dogs",2020,"Department of Animal & Rangeland Sciences, Oregon State University, Corvallis, OR 97331, USA;"
"45","rayyan-875293273","Diabetes alert dogs: Objective behaviours shown during periods of owner glucose fluctuation and stability",2,NA,"applied animal behaviour science","0168-1591",223,NA,NA,"Wilson, Clara H. and Kane, Sarah A. and Morant, Steve V. and Guest, Claire M. and Rooney, Nicola J.","https://www.proquest.com/docview/2477633742?accountid=12753&bdid=17177&_bd=AxM2L9YUWPsH1ljxO%2FTaRFpR4Ms%3D",NA,NA,"Owner-independent assessments of Diabetes Alert Dog (DAD) behaviour post-placement are currently lacking. Here we describe the first study to simultaneously collect objective DAD behaviour data from CCTV footage and concurrent owner glucose levels via a Flash Glucose Monitoring System (FGMS). Using a pre-defined behaviour ethogram, both trained and non-trained canine behaviour were recorded. Given that dogs are trained to display attention-seeking behaviour when their owners experience fluctuations outside of normal blood glucose levels, we would expect differences in DAD behaviour during periods when owner glucose levels transition from euglycaemia to hyperglycaemic (high) or hypoglycaemic (low) levels, as compared to periods when owners stay within target-range.A FreeStyle Libre FGMS was given to nine owners of accredited DADs from a single training establishment. behaviour data were collected using CCTV in the participants' home, or place of work, for between five and 14 days (mean = 12.2 days). For each person, between 19 and 29 (mean = 22.5) one-hour periods were selected that captured approximately equal instances of owner glucose levels transitioning from in-range to hypoglycaemia, in-range to hyperglycaemia, or remaining within target-range. Two researchers coded footage without knowledge of the owner's glucose levels. Variables recorded included the DAD's Activity, Attentional State, Proximity to Owner, Attention-seeking, and potential Stress-related behaviour were significant differences between individual dogs' behaviour during in-range periods. When samples captured a transition to out-of-range glucose levels (hypo- or hyperglycaemia), the distribution of several behaviour among dogs in the cohort differed significantly from their distributions during in-range samples (p < 0.01 for Conover Tests in Playing with Owner, Jump Up, Sniff Owner, Bark, Paw Owner, and Lick Owner), but consistent increases or decreases in the rate of any behaviour were not detected across the cohort. In individual dogs, we found distinctive behaviour changes during periods when their owner's glucose transitioned to out-of-range, as compared to when they remained in-range. Each DAD showed significant changes in the variance of at least one trained attention-seeking behaviour with several dogs also showing changes in non-trained behaviour such as Change of State, Playing with Owner and potential stress-related behaviour (Yawning and Lip-Licking). This is the first study to objectively show that DADs differ in their behaviour during periods of owner glucose fluctuation and further highlights the individuality of responses. Understanding this variation, and factors affecting it, is fundamental to optimising DAD performance.","RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,NA,NA,"Dogs",2020,"Wilson, Clara H Animal Welfare and Behaviour Group, Bristol Veterinary School, Langford House, Langford, Bristol, BS40 5DU, UK. , Animal Welfare and Behaviour Group, Bristol Veterinary School, Langford House, Langford, Bristol, BS40 5DU, UK."
"46","rayyan-875295600","Do dogs rescue their owners from a stressful situation? A behavioral and physiological assessment",NA,NA,"animal cognition","14359448 (ISSN)",23,2,"389-403","Carballo, F. and Dzik, V. and Freidin, E. and Damián, J. P. and Casanave, E. B. and Bentosela, M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077542998&doi=10.1007%2fs10071-019-01343-5&partnerID=40&md5=7805ff69a316533f823db0a83723f662","English",NA,"Rescue behaviour is considered a type of pro-social response, defined as a voluntary action directed to benefit another individual who is in a stressful or dangerous situation. In two experiments, we investigated whether dogs would rescue their owners when the person was trapped inside a wooden box and emitted clear signs of stress. The performance of these dogs was compared against that of a control group in which the owners remained calm while trapped. In addition, to assess if training modulated this behaviour we tested a group of dogs from the military trained in search and rescue tasks (Experiment 1). Results showed that dogs opened the box more frequently when the owner pretended to be stressed than when calm. Training shortened latencies to open the door but not the frequency of the behaviour In Experiment 2, we investigated if emotional contagion could be a possible mechanism underlying dogs' rescue responses by measuring dogs’ behaviour heart rate, and saliva cortisol level in the stressed and calm conditions, and also controlled for obedience by having the calm owners call their pets while trapped. We replicated the findings of Experiment 1 as more dogs opened the door in the stressed owner condition than in the calm condition. In addition, we observed an increase in heart rate across trials in the stressed condition and a decrease across trials in the calm condition, but no differences in cortisol levels or stress-related behaviour between conditions. In brief, we found evidence that approximately half of the dogs without previous training showed spontaneous rescue behaviour directed to their owners. Neither was this behaviour motivated by obedience nor by the motivation to re-establish social contact with the owner. We conclude that emotional contagion is a plausible mechanism underlying dogs’ rescue behaviour in the present protocol. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature.","Cited By :11     Export Date: 17 May 2022     Correspondence Address: Carballo, F.; Grupo de Investigación del Comportamiento en Cánidos (ICOC), Argentina; email: facarballo01@gmail.com | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}","10.1007/s10071-019-01343-5",NA,NA,"Cortisol;Dogs;Heart rate;Pro-sociality;Rescue behavior;Stress;Training;animal;animal behavior;dog;emotion;female;human;human-animal bond;male;mental stress;motivation;physiology;saliva;Animals;Behavior, Animal;Bonding, Human-Pet;Emotions;Humans;Stress, Psychological",2020,"Grupo de Investigación del Comportamiento en Cánidos (ICOC), Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad de Buenos Aires, Instituto de Investigaciones Médicas (IDIM), Buenos Aires, Argentina     Departamento de Biología Bioquímica y Farmacia, Instituto de Ciencias Biológicas y Biomédicas del Sur (INBIOSUR), Universidad Nacional del Sur (UNS)-Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), San Juan 670, Piso 1, Bahía Blanca, 8000, Argentina     Facultad de Medicina, Universidad de Buenos Aires, Instituto de Investigaciones Médicas A. Lanari, Buenos Aires, Argentina     Instituto de Investigaciones Económicas y Sociales del Sur (IIESS), UNS-CONICET, Bahía Blanca, Argentina     Departamento de Biología Molecular y Celular, Facultad de Veterinaria, Universidad de La República, Montevideo, Uruguay"
"47","rayyan-875294398","Does attachment to man already exist in 2 months old normally raised dog puppies? A pilot study",NA,NA,"dog behavior","24210684     24215678",6,1,"1-11","Mariti, C. and Lenzini, L. and Carlone, B. and Zilocchi, M. and Ogi, A. and Gazzano, A.","https://search.ebscohost.com/login.aspx?direct=true&db=lah&AN=20203255858&site=ehost-live","Language of Summary: Italian",NA,"Based on the current knowledge, adult dogs are able to establish an attachment bond towards their owners and puppies are able to establish an attachment bond towards their mother. The aim of the current study was to assess whether dog attachment to people already exists in puppies. Fourteen 2 months old puppies were tested in the Ainsworth Strange Situation test in which the role of the human caregiver was played by the person with whom puppies had interacted more in their first weeks of life, i.e. their breeder. As expected, puppies displayed more protest at separation (whining, behaviour against the door, close to the door etc.) when involuntarily separated from the breeder. They also increased the seeking of proximity after separation, but they did not show a clear preference for the breeder over a human stranger. The duration of exploration, play and resting seem to be related to the order of episodes more than to a secure base effect. The findings of this preliminary study do not fully support the hypothesis that dogs establish an attachment bond towards their human caregivers since puppies, provided that they are raised by their mother. It is likely that a longer time spent together is needed for this peculiar kind of bond to be formed.","Email Address: chiara.mariti@unipi.it; Lenzini, L. (author); Carlone, B. (author); Zilocchi, M. (author); Ogi, A. (author); Gazzano, A. (author). Issue Info: 6, 1. Publication Date: 20200101. Note: 35 ref. Number of Pages: 11. Document Type: Journal Article. Language: English. Subject Subsets: Index Veterinarius; Veterinary Bulletin; Animalscience Database; CAB Abstracts 1973-Current; Veterinary Medicine. Has References: 35 ref. | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}","10.4454/db.v6i1.96     https://www.dogbehavior.it/index.php?journal=dogbehavior&page=article&op=view&path%5B%5D=96",NA,NA,"animal behavior;behavior;attachment behavior;social bonding;dogs;man;Canis;Canidae;Fissipeda;carnivores;mammals;vertebrates;Chordata;animals;eukaryotes;Homo;Hominidae;primates;Pets and Companion Animals;LL070;Animal Behaviour;LL300;Humans;Pilot Projects;Dogs",2020,"Dipartimento di Scienze Veterinarie, Università di Pisa, Italy."
"48","rayyan-875292884","Does training method matter? Evidence for the negative impact of aversive-based methods on companion dog welfare",12,NA,"plos one","19326203",15,12,"e0225023","Ana Catarina Vieira de, Castro and Fuchs, Danielle and Gabriela Munhoz, Morello and Pastur, Stefania and de Sousa, Liliana and Olsson, I. Anna S.","https://www.proquest.com/docview/2470608322?accountid=12753&bdid=17177&_bd=PpHWIrbK2kyY90ZyamImppiJj%2BI%3D",NA,NA,"Dog training methods range broadly from those using mostly positive punishment and negative reinforcement (aversive-based) to those using primarily positive reinforcement (reward-based). Although aversive-based training has been strongly criticized for negatively affecting dog welfare, there is no comprehensive research focusing on companion dogs and mainstream techniques, and most studies rely on owner-reported assessment of training methods and dog behaviour The aim of the present study was to evaluate the effects of aversive- and reward-based training methods on companion dog welfare within and outside the training context. Ninety-two companion dogs were recruited from three reward-based schools (Group Reward, n = 42), and from four aversive-based schools, two using low proportions of aversive-based methods (Group Mixed, n = 22) and two using high proportions of aversive-based methods (Group Aversive, n = 28). For evaluating welfare during training, dogs were video recorded for three sessions and six saliva samples were collected, three at home (baseline levels) and three after training (post-training levels). Video recordings were used to examine the frequency of stress-related behaviour (e.g., lip lick, yawn) and the overall behaviour state of the dog (e.g., tense, relaxed), and saliva samples were analyzed for cortisol concentration. For evaluating welfare outside the training context, dogs participated in a cognitive bias task. Results showed that dogs from Group Aversive displayed more stress-related behaviour were more frequently in tense and low behaviour states and panted more during training, and exhibited higher post-training increases in cortisol levels than dogs from Group Reward. Additionally, dogs from Group Aversive were more ‘pessimistic’ in the cognitive bias task than dogs from Group Reward. Dogs from Group Mixed displayed more stress-related behaviour were more frequently in tense states and panted more during training than dogs from Group Reward. Finally, although Groups Mixed and Aversive did not differ in their performance in the cognitive bias task nor in cortisol levels, the former displayed more stress-related behaviour and was more frequently in tense and low behaviour states. These findings indicate that aversive-based training methods, especially if used in high proportions, compromise the welfare of companion dogs both within and outside the training context.","RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,NA,NA,"Dogs",2020,"Instituto de Biologia Molecular e Celular, Universidade do Porto, Porto, Portugal,. i3S �Instituto de Investigac��o e Inovac��o em Sau�de, Universidade do Porto, Porto, Portugal,. Instituto de Ci�ncias
Biome�dicas Abel Salazar, Universidade do Porto, Porto, Portugal,. Royal (Dick) School of Veterinary Studies, The University of Edinburgh, Edinburgh, United Kingdom,. University of Trieste, Trieste, Italy"
"49","rayyan-875292253","Dog-directed parenting styles predict verbal and leash guidance in dog owners and owner-directed attention in dogs",11,NA,"applied animal behaviour science","0168-1591",232,NA,NA,"van Herwijnen, Ineke R. and van der Borg, Joanne A. M. and Naguib, Marc and Beerda, Bonne","https://www.proquest.com/docview/2524321397?accountid=12753&bdid=17177&_bd=Y3orqb7i05XsUgtirFyGkQ%2FA%2BNU%3D",NA,NA,"Dog-directed parenting is an aspect of the owner-dog relationship that describes the overarching emotional sphere in which the dog’s guidance and training take place. How dog-directed parenting styles express in specific owner-dog interactions is presently unknown. However, such knowledge can help to advise dog owners on appropriate parenting of their dog. Child-directed parenting is regarded appropriate when it is demanding for socially adaptive behaviour as well as responsive to the child’s needs. This combination of high demandingness and responsiveness is known as authoritative parenting, which in dog-directed parenting manifests in two ways. Teaching the dog socially adaptive behaviour is key to the authoritative-training style (AUT) and being responsive to the dog’s perceived needs and emotions is key to the authoritative-intrinsic style (AUI). A third dog-directed parenting style, the authoritarian-correction style (AUC), of high demandingness and low responsiveness focusses on correcting the dog’s undesired behaviour We determined these three dog-directed parenting styles by an online questionnaire and tested the styles for associations with owner and dog behaviour The behaviour were scored as the owner-dog dyads walked a short course with distractions (treats and balls) that dogs should ignore (N = 40) or when they had a ten-minute break together (N = 36). Nine out of 49 behaviour observations, such as verbally praising or correcting the dog and leash tensions, related significantly (comparison-wise two-tailed P < 0.05) to the parenting styles and Spearman rank correlations explained up to 30 % of the variance. The self-report-based dog-directed parenting styles related logically to the way owners actually interacted with their dogs, verbally and by leash. AUI and AUT parenting related directly to verbally praising the dog. AUC parenting related directly to verbally correcting the dog and to leash tensions. Also, AUC parenting related inversely and AUT parenting directly to the dog frequently looking at its owner during the course with distractions. Thus, we find evidence that verbal communication and leash tensions are telling about dog-directed parenting styles and, possibly, constitute meaningful manifestations to address in educational interventions for dog owners. We see potential merit in moving AUC parenting dog owners away from leash-related guidance towards verbal praise-based guidance and a more authoritative dog-directed parenting style.","RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,NA,NA,"Dogs",2020,"van Herwijnen, Ineke R Wageningen University and Research Behavioural Ecology Group, Department of Animal Sciences, P.O. Box 338, 6700 AH, Wageningen, the Netherlands. , Utrecht University Animal Behaviour Group, Department of Animals in Science and Society, Faculty of Veterinary Medicine, Yalelaan 2, 3584CM, Utrecht, the Netherlands."
